,cha,con,dex,int,str,wis,result
4319,6,18,6,11,11,10,succeed
4320,8,11,12,19,9,8,succeed
4321,6,19,14,11,18,15,succeed
4322,14,3,16,6,13,13,fail
4323,16,11,19,12,12,2,succeed
4324,11,13,13,9,10,15,succeed
4325,17,12,11,15,8,5,succeed
4326,13,11,6,6,11,19,fail
4327,17,12,12,19,14,11,succeed
4328,10,13,9,11,11,19,succeed
4329,13,11,17,8,8,8,succeed
4330,12,18,5,10,19,12,succeed
4331,13,17,10,3,12,8,succeed
4332,10,18,5,16,9,10,succeed
4333,19,5,13,18,15,9,succeed
4334,11,11,10,13,13,15,succeed
4335,12,13,2,6,10,18,succeed
4336,14,11,5,13,13,8,fail
4337,17,11,10,11,17,5,succeed
4338,17,20,10,12,6,6,succeed
4339,13,14,5,12,11,12,succeed
4340,16,13,3,16,16,12,fail
4341,9,11,13,8,15,9,succeed
4342,8,10,7,14,12,9,fail
4343,11,16,10,11,19,20,succeed
4344,15,13,11,11,10,7,fail
4345,9,14,11,6,14,17,fail
4346,7,12,9,17,8,11,succeed
4347,11,11,12,19,13,10,succeed
4348,11,11,19,6,15,11,fail
4349,8,11,17,10,16,11,fail
4350,16,15,11,18,8,17,succeed
4351,11,18,14,12,5,19,succeed
4352,12,8,11,12,7,17,succeed
4353,11,17,13,8,12,10,succeed
4354,7,9,12,10,7,16,fail
4355,9,14,11,10,18,7,succeed
4356,13,7,10,14,3,14,fail
4357,11,16,19,11,15,13,succeed
4358,18,13,9,12,12,9,succeed
4359,10,10,5,15,14,9,succeed
4360,15,12,15,10,7,4,fail
4361,7,16,11,7,16,11,fail
4362,17,6,8,14,10,11,fail
4363,11,15,8,8,13,8,succeed
4364,12,12,13,15,8,9,succeed
4365,3,7,12,14,14,10,fail
4366,7,5,18,13,6,15,succeed
4367,7,8,15,9,12,14,fail
4368,15,16,10,6,11,13,succeed
4369,11,10,14,8,16,6,succeed
4370,14,8,13,12,12,7,fail
4371,4,9,11,18,14,5,fail
4372,17,16,9,15,13,17,succeed
4373,11,2,7,10,20,17,succeed
4374,2,8,11,8,19,16,succeed
4375,20,12,10,13,7,15,succeed
4376,13,17,9,13,11,3,fail
4377,6,10,9,14,5,18,fail
4378,7,10,15,9,7,13,fail
4379,15,12,10,13,11,8,succeed
4380,17,13,10,18,4,14,fail
4381,20,10,12,9,14,13,fail
4382,16,13,7,18,6,9,succeed
4383,7,12,20,8,18,6,fail
4384,5,10,5,17,15,11,fail
4385,18,4,11,12,11,7,fail
4386,4,10,4,18,10,16,succeed
4387,11,3,15,12,12,15,fail
4388,8,13,11,13,9,15,succeed
4389,10,7,12,14,9,12,fail
4390,15,4,7,18,11,15,succeed
4391,14,15,14,13,9,17,succeed
4392,11,9,17,9,9,12,succeed
4393,9,9,9,11,12,18,succeed
4394,16,13,15,9,5,9,fail
4395,11,13,15,12,8,12,succeed
4396,10,7,3,16,15,13,fail
4397,12,9,9,14,9,12,fail
4398,9,9,11,10,13,9,succeed
4399,12,13,14,10,10,12,succeed
4400,6,5,13,17,11,17,succeed
4401,7,12,12,12,14,10,succeed
4402,19,8,8,12,13,17,fail
4403,4,15,9,17,9,9,fail
4404,10,14,12,5,7,13,fail
4405,11,15,11,14,13,9,succeed
4406,14,8,14,11,18,4,fail
4407,19,9,7,14,9,18,succeed
4408,13,19,11,18,11,7,succeed
4409,19,9,5,14,12,12,succeed
4410,14,13,18,10,13,15,fail
4411,13,11,15,11,10,8,succeed
4412,9,10,9,14,14,15,fail
4413,11,12,16,11,18,5,fail
4414,17,7,17,14,12,8,succeed
4415,9,12,13,10,12,19,succeed
4416,15,14,6,9,12,11,fail
4417,11,6,10,10,7,16,fail
4418,14,11,15,12,5,11,succeed
4419,8,13,13,10,13,13,succeed
4420,16,12,19,13,15,18,succeed
4421,16,8,7,16,16,8,succeed
4422,11,15,11,12,10,12,succeed
4423,13,12,5,9,18,6,fail
4424,13,7,13,12,10,11,fail
4425,17,8,8,8,16,9,fail
4426,9,15,7,12,12,13,succeed
4427,16,5,12,13,12,11,fail
4428,20,17,9,8,10,15,succeed
4429,13,14,8,8,10,7,fail
4430,3,12,8,17,10,12,fail
4431,5,14,11,10,11,18,succeed
4432,9,8,18,15,4,8,fail
4433,17,8,17,14,8,19,succeed
4434,14,19,9,6,10,13,succeed
4435,11,4,8,15,13,14,succeed
4436,13,11,7,15,13,6,succeed
4437,14,7,7,12,15,9,succeed
4438,15,20,8,13,10,6,succeed
4439,13,14,14,13,15,11,succeed
4440,8,12,10,7,12,17,succeed
4441,14,19,11,11,16,13,succeed
4442,14,8,11,16,11,7,succeed
4443,14,9,11,11,11,16,succeed
4444,13,10,11,9,9,14,succeed
4445,12,9,14,9,9,11,succeed
4446,15,19,11,8,16,3,succeed
4447,7,12,16,18,13,7,fail
4448,8,17,13,6,11,11,succeed
4449,9,14,12,14,17,13,fail
4450,10,10,4,18,9,9,succeed
4451,13,3,11,15,7,12,fail
4452,13,7,13,10,18,8,fail
4453,13,13,14,19,14,20,succeed
4454,13,14,14,5,19,9,succeed
4455,13,12,14,14,15,13,fail
4456,12,13,12,6,16,9,fail
4457,9,10,8,19,11,16,succeed
4458,14,16,13,10,6,11,succeed
4459,10,13,12,10,8,16,succeed
4460,5,12,12,11,4,18,succeed
4461,9,11,13,17,20,13,succeed
4462,18,15,14,6,15,8,succeed
4463,11,10,16,20,7,7,succeed
4464,11,16,12,4,8,15,succeed
4465,13,16,6,14,8,15,succeed
4466,10,15,18,10,13,8,succeed
4467,10,10,10,12,14,16,succeed
4468,18,9,18,19,9,12,succeed
4469,11,9,18,17,9,11,succeed
4470,7,7,14,13,11,8,succeed
4471,8,11,19,10,9,5,fail
4472,14,12,19,12,17,11,succeed
4473,11,8,11,8,14,10,succeed
4474,11,8,15,11,5,17,fail
4475,9,6,16,12,10,17,succeed
4476,16,18,8,6,4,14,fail
4477,13,14,8,12,12,7,succeed
4478,6,9,16,15,11,11,fail
4479,11,10,4,19,11,7,succeed
4480,18,6,15,8,11,18,succeed
4481,10,10,16,10,13,5,fail
4482,10,11,17,13,9,14,succeed
4483,15,10,4,5,18,13,fail
4484,14,11,13,13,7,10,succeed
4485,11,16,7,12,18,15,succeed
4486,14,13,9,20,5,15,succeed
4487,11,12,16,11,10,6,fail
4488,15,11,14,9,11,12,succeed
4489,11,15,9,6,10,18,fail
4490,19,3,12,9,14,5,fail
4491,17,14,5,6,6,12,succeed
4492,13,17,5,10,15,2,succeed
4493,11,7,16,9,15,9,fail
4494,15,2,10,12,9,13,fail
4495,12,16,9,8,7,15,succeed
4496,6,7,17,9,14,12,fail
4497,11,13,9,15,10,18,fail
4498,12,10,17,8,7,15,succeed
4499,17,13,14,18,9,8,succeed
4500,10,7,10,16,8,9,succeed
4501,13,11,12,15,11,15,succeed
4502,5,3,14,13,13,13,succeed
4503,12,13,6,3,13,19,succeed
4504,14,12,13,10,19,14,succeed
4505,6,15,8,14,15,14,succeed
4506,17,12,11,13,13,14,fail
4507,18,11,17,15,18,16,succeed
4508,12,13,13,16,13,13,succeed
4509,7,16,9,11,11,13,succeed
4510,6,17,19,13,11,2,fail
4511,12,10,7,14,14,14,succeed
4512,9,9,15,6,16,18,succeed
4513,15,9,8,7,6,15,succeed
4514,17,14,5,5,15,5,succeed
4515,10,5,7,18,10,10,succeed
4516,7,11,12,16,10,6,fail
4517,10,10,9,12,15,16,succeed
4518,17,12,10,13,5,9,succeed
4519,17,12,8,13,13,16,succeed
4520,6,18,4,16,9,14,succeed
4521,12,7,17,7,11,14,succeed
4522,14,17,14,19,20,8,succeed
4523,11,10,9,18,10,12,succeed
4524,4,17,14,16,14,9,succeed
4525,14,5,6,12,9,19,succeed
4526,11,12,11,9,9,15,succeed
4527,6,14,12,13,13,12,fail
4528,10,6,10,11,17,12,succeed
4529,11,16,3,9,13,11,succeed
4530,15,10,6,15,17,6,succeed
4531,11,11,12,15,14,17,succeed
4532,10,10,12,11,16,12,succeed
4533,14,18,6,13,16,13,succeed
4534,14,12,8,19,10,16,succeed
4535,15,14,20,20,14,11,succeed
4536,12,11,10,9,18,5,fail
4537,8,5,14,16,17,10,succeed
4538,7,16,12,11,10,5,fail
4539,20,8,6,16,8,10,succeed
4540,12,19,11,13,8,7,fail
4541,7,12,12,6,18,11,fail
4542,18,12,13,6,9,5,fail
4543,8,18,13,12,14,10,succeed
4544,7,17,4,7,14,11,fail
4545,17,4,9,10,14,8,fail
4546,12,11,17,7,14,9,succeed
4547,15,8,15,9,8,17,succeed
4548,7,17,17,16,15,4,succeed
4549,10,10,17,17,13,17,succeed
4550,13,12,10,20,2,11,fail
4551,5,15,13,16,14,7,succeed
4552,6,15,7,14,19,14,succeed
4553,12,11,17,8,9,5,fail
4554,7,17,13,8,15,10,succeed
4555,13,2,12,5,13,17,fail
4556,12,15,6,17,4,8,fail
4557,7,9,17,17,12,9,succeed
4558,12,13,12,4,9,11,succeed
4559,12,15,13,15,12,10,succeed
4560,13,10,4,13,9,18,succeed
4561,9,4,15,17,16,7,succeed
4562,10,14,13,15,6,13,succeed
4563,7,11,11,10,10,14,fail
4564,11,6,16,10,15,10,succeed
4565,11,10,9,8,11,17,succeed
4566,14,16,12,10,5,16,fail
4567,18,10,14,11,11,13,succeed
4568,17,8,7,12,14,7,succeed
4569,14,9,10,8,10,9,succeed
4570,10,16,19,9,19,14,succeed
4571,16,15,11,9,17,14,succeed
4572,6,11,6,12,17,11,succeed
4573,10,12,11,13,16,11,succeed
4574,12,16,17,12,2,7,fail
4575,10,4,13,9,15,17,fail
4576,13,10,17,8,14,7,fail
4577,15,6,9,6,17,12,fail
4578,7,11,13,9,10,10,fail
4579,13,16,10,11,6,9,fail
4580,16,15,15,17,8,8,succeed
4581,14,17,4,9,20,17,succeed
4582,18,17,12,19,16,13,succeed
4583,5,9,7,17,16,15,fail
4584,7,19,13,14,12,9,fail
4585,12,10,9,11,6,15,succeed
4586,12,18,16,6,3,13,fail
4587,11,16,17,7,20,20,succeed
4588,12,9,15,19,10,13,succeed
4589,13,11,10,11,12,17,succeed
4590,20,7,12,7,15,5,succeed
4591,3,11,15,18,13,16,succeed
4592,7,12,12,10,15,12,succeed
4593,11,14,8,7,11,10,succeed
4594,15,7,6,16,18,9,succeed
4595,14,6,13,13,11,7,succeed
4596,14,14,13,8,11,11,succeed
4597,12,13,15,15,4,15,fail
4598,14,5,15,12,11,17,succeed
4599,9,16,5,11,7,12,fail
4600,13,15,10,11,7,4,succeed
4601,12,13,10,4,9,15,succeed
4602,18,18,16,7,12,3,succeed
4603,8,12,9,14,11,17,succeed
4604,10,9,13,9,12,14,fail
4605,9,15,10,19,8,9,succeed
4606,9,12,10,7,16,11,fail
4607,11,11,10,13,10,13,succeed
4608,11,2,16,16,9,16,succeed
4609,17,6,11,12,14,13,succeed
4610,14,16,14,14,10,12,succeed
4611,8,10,8,17,5,14,fail
4612,19,3,13,10,15,7,fail
4613,18,15,10,13,6,5,succeed
4614,11,11,7,14,13,9,fail
4615,17,12,19,11,9,16,succeed
4616,4,16,10,11,17,9,succeed
4617,6,10,12,14,13,6,succeed
4618,16,16,16,5,12,9,succeed
4619,11,8,5,6,16,15,succeed
4620,8,13,5,12,12,18,succeed
4621,13,7,17,19,13,14,succeed
4622,7,7,17,16,11,6,succeed
4623,10,12,10,19,4,14,succeed
4624,14,15,17,12,11,5,succeed
4625,10,5,13,10,17,8,fail
4626,12,6,11,17,13,12,fail
4627,20,6,8,6,16,6,fail
4628,13,13,17,12,12,19,succeed
4629,11,5,16,10,4,16,fail
4630,8,16,16,11,3,11,fail
4631,13,9,11,11,9,8,succeed
4632,19,20,13,15,4,8,succeed
4633,11,13,18,12,5,17,fail
4634,15,12,11,5,15,5,succeed
4635,10,7,16,11,12,9,fail
4636,16,16,9,12,14,5,fail
4637,7,18,12,11,11,11,succeed
4638,15,13,12,9,4,10,fail
4639,8,10,17,9,11,8,succeed
4640,8,4,12,12,18,6,succeed
4641,13,6,14,10,13,11,succeed
4642,9,11,10,16,16,15,succeed
4643,9,14,16,16,19,9,fail
4644,10,14,13,18,18,13,succeed
4645,14,10,12,8,20,11,succeed
4646,20,8,6,7,10,10,succeed
4647,3,12,11,20,16,12,fail
4648,9,12,13,19,6,8,fail
4649,10,15,6,18,14,9,succeed
4650,11,10,15,6,13,10,fail
4651,11,16,16,12,8,7,succeed
4652,4,18,14,8,10,7,succeed
4653,20,11,11,13,6,16,succeed
4654,8,9,7,15,16,20,succeed
4655,10,17,16,11,13,6,succeed
4656,15,8,15,14,14,5,succeed
4657,15,11,11,12,14,5,succeed
4658,14,12,11,13,9,17,succeed
4659,18,5,12,10,17,7,fail
4660,14,12,11,10,11,11,succeed
4661,10,17,10,10,11,16,succeed
4662,9,18,10,9,11,17,succeed
4663,13,16,12,8,11,13,succeed
4664,14,4,13,12,8,10,fail
4665,15,10,11,19,9,13,succeed
4666,12,11,15,14,10,12,succeed
4667,16,8,6,10,16,9,succeed
4668,9,8,12,8,9,14,fail
4669,12,10,11,16,11,16,succeed
4670,10,14,10,7,11,11,fail
4671,15,16,18,5,6,10,succeed
4672,10,5,12,8,19,8,fail
4673,13,16,12,12,9,10,succeed
4674,12,16,5,13,5,16,succeed
4675,4,10,12,11,19,12,succeed
4676,10,5,14,11,17,19,succeed
4677,11,16,10,13,8,9,succeed
4678,19,11,16,10,13,8,fail
4679,5,13,5,11,15,11,fail
4680,10,18,14,10,20,4,succeed
4681,12,13,6,11,14,9,fail
4682,10,15,13,11,10,16,succeed
4683,12,9,13,17,13,19,succeed
4684,19,4,16,9,4,9,fail
4685,8,16,13,13,9,14,fail
4686,13,12,15,15,12,7,succeed
4687,9,14,13,13,15,11,succeed
4688,16,13,9,2,10,19,fail
4689,9,4,15,16,16,15,fail
4690,14,7,16,5,9,14,fail
4691,15,16,6,16,15,10,succeed
4692,14,11,13,6,13,12,succeed
4693,10,12,13,10,11,9,succeed
4694,15,10,13,13,18,11,succeed
4695,7,8,19,18,10,11,succeed
4696,8,9,12,15,12,15,fail
4697,16,9,6,11,14,16,succeed
4698,9,6,10,14,13,9,succeed
4699,18,13,12,17,15,7,succeed
4700,18,9,9,13,15,11,fail
4701,15,12,14,11,19,6,succeed
4702,13,16,6,14,7,11,succeed
4703,11,8,19,7,14,5,fail
4704,9,6,13,15,16,5,fail
4705,13,13,9,16,15,4,fail
4706,11,19,10,10,12,6,fail
4707,12,9,7,11,9,18,succeed
4708,9,15,17,10,5,16,succeed
4709,19,11,12,11,15,2,succeed
4710,13,15,19,7,19,4,fail
4711,9,12,18,3,5,14,fail
4712,13,18,8,3,6,14,succeed
4713,17,13,17,11,11,10,succeed
4714,8,11,13,13,10,9,fail
4715,13,10,14,13,12,10,fail
4716,10,16,12,14,13,10,succeed
4717,11,17,11,11,9,10,succeed
4718,11,11,12,11,18,16,succeed
4719,18,11,9,8,16,6,fail
4720,18,16,8,11,14,9,succeed
4721,12,7,10,18,6,12,succeed
4722,20,12,9,9,6,8,fail
4723,14,14,11,6,11,9,succeed
4724,2,6,9,16,15,16,fail
4725,10,15,18,14,11,10,fail
4726,10,18,14,7,10,9,succeed
4727,17,14,15,17,4,16,succeed
4728,12,20,14,8,6,10,fail
4729,12,12,17,7,14,10,fail
4730,11,14,11,14,12,18,succeed
4731,7,4,14,10,19,9,fail
4732,14,10,10,2,10,16,fail
4733,14,6,12,7,15,17,fail
4734,15,10,10,8,6,18,succeed
4735,19,8,5,5,18,13,succeed
4736,11,17,13,12,15,15,succeed
4737,13,14,18,14,6,14,succeed
4738,14,16,3,17,4,10,fail
4739,4,9,10,10,15,14,succeed
4740,13,17,4,11,12,13,succeed
4741,7,18,7,13,10,7,fail
4742,19,6,14,15,10,8,fail
4743,17,17,9,17,11,10,succeed
4744,18,4,20,14,9,11,fail
4745,10,19,5,17,3,12,fail
4746,19,12,11,13,9,14,succeed
4747,10,14,6,7,17,6,fail
4748,12,13,12,4,9,10,fail
4749,13,7,9,11,9,12,fail
4750,20,8,10,13,14,15,succeed
4751,11,8,10,12,11,11,fail
4752,10,10,6,9,15,11,fail
4753,2,8,19,14,14,11,succeed
4754,16,11,14,4,18,8,succeed
4755,8,13,11,16,8,9,succeed
4756,17,7,11,17,12,14,fail
4757,15,10,11,17,15,11,succeed
4758,12,14,13,10,6,8,fail
4759,11,15,18,11,10,7,fail
4760,13,16,12,12,6,9,succeed
4761,16,12,14,12,14,12,succeed
4762,13,19,12,15,9,12,succeed
4763,11,17,15,7,9,14,succeed
4764,13,10,10,7,13,10,succeed
4765,12,11,10,8,14,12,succeed
4766,5,6,14,13,18,14,succeed
4767,16,9,18,11,8,12,succeed
4768,11,8,4,16,5,19,succeed
4769,11,13,11,16,8,13,succeed
4770,13,13,11,6,16,18,fail
4771,12,7,14,14,11,13,fail
4772,16,5,16,11,6,11,fail
4773,11,15,12,18,16,17,succeed
4774,2,17,14,20,17,17,fail
4775,11,15,2,7,11,15,succeed
4776,12,14,10,8,15,3,fail
4777,3,13,13,12,9,13,fail
4778,2,12,13,16,8,18,succeed
4779,15,13,16,14,18,12,succeed
4780,18,13,7,14,14,13,succeed
4781,7,11,11,15,16,6,fail
4782,16,12,14,15,14,7,succeed
4783,18,7,15,11,2,11,fail
4784,11,8,13,9,17,17,fail
4785,12,8,10,17,4,18,succeed
4786,11,11,16,12,12,10,fail
4787,12,18,13,14,15,11,fail
4788,10,12,16,10,17,9,fail
4789,14,12,13,14,19,10,fail
4790,16,16,20,15,11,14,succeed
4791,12,2,14,14,13,15,fail
4792,8,10,18,8,13,9,succeed
4793,16,17,3,5,12,12,fail
4794,5,11,12,14,16,12,succeed
4795,8,9,14,9,12,10,fail
4796,7,4,7,10,18,14,fail
4797,16,15,13,4,12,16,fail
4798,16,16,10,11,7,12,succeed
4799,10,12,16,12,12,7,fail
4800,12,16,10,14,11,14,succeed
4801,9,8,17,10,11,20,succeed
4802,11,9,12,10,14,9,fail
4803,11,8,11,14,16,10,fail
4804,17,6,16,6,9,9,fail
4805,16,16,6,6,13,10,succeed
4806,7,14,11,11,8,15,succeed
4807,11,10,7,18,9,7,succeed
4808,11,8,14,10,5,16,fail
4809,13,9,10,12,16,5,succeed
4810,10,15,7,19,11,13,succeed
4811,20,11,13,7,13,4,succeed
4812,4,12,11,18,17,15,succeed
4813,12,16,13,8,8,20,succeed
4814,7,13,10,11,11,14,succeed
4815,15,11,9,13,10,14,succeed
4816,9,16,4,17,12,12,succeed
4817,12,19,4,10,5,11,fail
4818,13,6,18,4,5,14,succeed
4819,9,18,18,7,9,17,fail
4820,12,14,12,10,15,14,fail
4821,17,13,15,7,15,9,succeed
4822,13,8,16,14,8,7,succeed
4823,13,13,11,7,13,9,fail
4824,15,17,18,14,4,15,fail
4825,15,17,15,11,11,11,succeed
4826,13,6,13,14,13,13,succeed
4827,12,16,12,10,9,6,succeed
4828,10,14,15,12,7,7,succeed
4829,13,18,17,13,15,12,succeed
4830,6,12,16,18,11,13,succeed
4831,12,8,15,15,6,9,fail
4832,16,4,16,9,12,10,succeed
4833,9,15,10,9,12,6,fail
4834,6,13,2,14,14,11,fail
4835,2,6,11,13,16,17,fail
4836,16,8,14,12,19,10,fail
4837,15,16,18,14,11,13,succeed
4838,10,14,11,15,14,10,succeed
4839,13,16,19,13,10,11,fail
4840,7,14,20,7,19,10,succeed
4841,15,18,15,14,11,20,succeed
4842,9,12,16,14,7,9,succeed
4843,18,7,12,14,17,3,succeed
4844,15,13,5,20,5,12,fail
4845,12,19,14,12,5,8,succeed
4846,12,8,7,13,15,14,succeed
4847,14,4,10,17,13,9,fail
4848,14,9,8,14,19,17,succeed
4849,3,14,12,13,18,15,succeed
4850,15,7,12,13,9,18,fail
4851,16,7,12,12,17,8,succeed
4852,17,11,14,7,5,17,succeed
4853,16,9,14,9,12,11,succeed
4854,9,12,10,19,17,12,succeed
4855,11,11,18,12,5,10,fail
4856,9,11,12,14,10,13,succeed
4857,6,7,9,12,18,10,fail
4858,12,16,14,13,6,12,fail
4859,15,11,9,13,17,12,succeed
4860,13,8,17,10,5,11,fail
4861,16,3,13,12,15,10,fail
4862,11,6,11,16,8,15,fail
4863,10,13,14,14,17,12,succeed
4864,9,19,5,16,15,14,succeed
4865,10,17,6,7,14,14,succeed
4866,12,8,8,11,13,16,succeed
4867,8,7,11,17,11,6,fail
4868,18,8,9,9,11,14,succeed
4869,20,13,14,9,9,11,succeed
4870,12,19,10,18,8,12,succeed
4871,16,9,9,12,12,15,succeed
4872,20,11,6,20,6,10,succeed
4873,15,12,9,13,17,12,succeed
4874,9,13,14,12,11,11,fail
4875,11,14,13,14,17,16,succeed
4876,5,12,19,17,13,14,succeed
4877,10,17,14,7,18,9,fail
4878,14,12,10,13,8,9,succeed
4879,15,14,7,5,10,10,succeed
4880,13,3,15,10,16,12,succeed
4881,9,12,13,16,10,14,succeed
4882,13,18,9,19,16,14,fail
4883,14,10,13,17,12,14,succeed
4884,9,15,10,18,10,9,succeed
4885,13,7,12,11,9,15,succeed
4886,5,14,9,14,18,13,fail
4887,8,9,17,10,13,12,fail
4888,6,8,12,10,19,12,succeed
4889,17,12,6,17,16,7,succeed
4890,17,13,5,8,10,9,succeed
4891,14,8,6,13,14,12,succeed
4892,13,10,10,16,9,10,succeed
4893,9,10,10,11,15,14,succeed
4894,12,5,14,16,10,8,fail
4895,6,17,8,11,19,17,fail
4896,14,15,13,19,9,8,fail
4897,16,14,8,7,18,10,succeed
4898,9,9,11,14,14,7,succeed
4899,12,9,15,10,12,17,succeed
4900,16,9,17,11,15,4,fail
4901,18,8,12,8,10,12,succeed
4902,15,14,16,12,12,9,succeed
4903,15,17,15,7,11,10,succeed
4904,11,11,14,9,16,5,fail
4905,11,11,13,12,20,15,fail
4906,5,7,16,10,15,13,fail
4907,14,11,15,4,10,10,succeed
4908,7,16,17,7,13,15,fail
4909,11,13,9,8,14,14,fail
4910,7,13,19,4,14,12,fail
4911,15,15,11,17,13,12,succeed
4912,20,9,10,11,11,11,succeed
4913,8,16,3,17,15,11,succeed
4914,4,13,14,6,11,12,fail
4915,10,17,12,8,7,11,fail
4916,11,20,14,12,4,15,fail
4917,11,7,9,16,9,11,succeed
4918,5,15,9,18,11,15,succeed
4919,11,9,14,9,12,18,fail
4920,8,13,7,18,3,14,fail
4921,15,4,15,16,6,6,fail
4922,10,13,5,18,11,15,succeed
4923,8,14,6,13,16,8,succeed
4924,6,15,11,14,4,10,fail
4925,13,9,12,13,13,16,succeed
4926,16,4,14,6,17,7,fail
4927,6,12,10,13,7,14,succeed
4928,10,9,4,15,7,17,succeed
4929,18,10,6,18,9,7,succeed
4930,18,13,17,13,15,10,succeed
4931,15,14,3,11,6,11,succeed
4932,15,7,11,11,17,8,fail
4933,13,5,7,19,6,14,succeed
4934,18,10,12,8,11,8,succeed
4935,12,12,3,12,11,16,succeed
4936,11,11,13,13,13,17,succeed
4937,6,15,9,12,9,13,fail
4938,11,10,16,20,20,8,succeed
4939,20,15,19,5,9,15,succeed
4940,15,12,8,12,10,15,succeed
4941,7,13,10,16,8,9,fail
4942,15,7,17,7,6,10,fail
4943,12,12,10,9,8,14,succeed
4944,10,15,15,6,10,9,fail
4945,7,5,18,15,2,17,fail
4946,15,13,12,17,14,20,succeed
4947,12,14,12,15,10,7,succeed
4948,15,10,10,13,17,3,succeed
4949,15,7,11,14,14,14,succeed
4950,13,18,15,12,12,7,succeed
4951,15,12,15,14,9,11,succeed
4952,18,14,18,11,4,11,fail
4953,16,13,4,12,15,13,fail
4954,11,9,18,12,15,15,succeed
4955,10,5,18,20,6,14,succeed
4956,7,14,7,15,12,8,succeed
4957,19,20,12,7,8,8,fail
4958,16,14,14,7,13,13,fail
4959,12,10,13,5,19,14,succeed
4960,15,11,12,14,14,10,succeed
4961,5,14,12,10,11,10,succeed
4962,12,11,7,3,12,17,fail
4963,4,9,15,8,18,11,fail
4964,15,16,7,8,14,4,succeed
4965,14,10,10,15,9,8,succeed
4966,17,9,17,14,7,10,succeed
4967,4,6,19,9,9,16,fail
4968,3,12,12,9,9,15,fail
4969,9,9,15,16,9,7,fail
4970,14,17,12,7,18,8,succeed
4971,12,7,12,9,10,10,fail
4972,15,20,9,15,10,14,succeed
4973,16,10,17,13,10,16,succeed
4974,9,10,12,13,11,12,succeed
4975,19,8,7,10,13,12,succeed
4976,17,11,8,11,5,19,fail
4977,11,12,13,13,18,13,succeed
4978,8,14,10,12,12,13,fail
4979,11,12,16,7,14,7,succeed
4980,14,10,8,15,11,11,succeed
4981,15,8,9,15,9,11,fail
4982,11,12,17,14,13,19,succeed
4983,4,14,16,15,6,9,fail
4984,8,12,16,13,10,17,succeed
4985,16,5,13,6,20,15,succeed
4986,15,20,11,14,11,6,fail
4987,15,13,7,9,17,8,fail
4988,12,12,5,11,13,9,fail
4989,2,14,11,9,14,13,fail
4990,16,16,18,13,9,11,succeed
4991,13,17,5,16,10,13,succeed
4992,16,7,11,10,8,11,fail
4993,9,11,8,10,18,10,succeed
4994,16,20,16,15,11,10,fail
4995,10,10,14,13,6,12,fail
4996,19,9,7,13,5,13,succeed
4997,9,13,11,6,19,8,succeed
4998,11,19,19,8,11,9,succeed
4999,11,12,13,16,6,12,succeed
5000,5,12,16,15,13,18,succeed
5001,11,17,10,10,12,7,succeed
5002,14,7,14,10,12,13,succeed
5003,5,7,14,10,8,19,fail
5004,9,6,12,12,11,13,succeed
5005,15,16,16,4,6,14,succeed
5006,13,12,15,20,7,19,fail
5007,12,13,18,12,14,16,succeed
5008,11,5,12,7,16,14,succeed
5009,19,5,12,8,13,18,succeed
5010,13,6,20,7,9,9,fail
5011,12,20,13,5,8,9,succeed
5012,19,15,14,9,14,13,succeed
5013,9,7,12,14,3,18,fail
5014,5,16,12,17,18,2,fail
5015,4,5,14,10,17,12,fail
5016,19,7,14,14,13,11,fail
5017,15,14,15,12,11,6,fail
5018,12,12,14,3,12,14,succeed
5019,14,13,8,11,11,13,succeed
5020,20,10,13,14,12,14,fail
5021,6,8,11,7,17,12,succeed
5022,11,12,19,12,5,11,fail
5023,8,11,10,11,11,16,succeed
5024,14,9,14,7,8,12,succeed
5025,12,11,17,12,13,11,succeed
5026,15,19,19,6,11,12,succeed
5027,8,12,8,13,13,19,succeed
5028,14,10,12,8,10,8,succeed
5029,14,15,3,9,15,16,succeed
5030,8,16,13,6,8,14,fail
5031,10,14,11,13,16,14,succeed
5032,8,9,10,7,14,13,succeed
5033,10,8,14,14,15,6,succeed
5034,6,18,11,5,10,12,fail
5035,15,7,8,10,8,17,succeed
5036,11,14,11,7,16,11,fail
5037,12,13,6,5,11,13,fail
5038,14,13,9,14,19,8,succeed
5039,7,14,10,17,10,9,succeed
5040,13,7,10,11,11,12,fail
5041,16,11,11,5,9,17,succeed
5042,11,15,12,4,12,9,succeed
5043,15,7,16,15,9,10,fail
5044,11,19,10,12,16,17,succeed
5045,18,4,10,12,5,12,succeed
5046,9,8,17,16,18,12,succeed
5047,9,12,8,14,4,13,fail
5048,5,12,6,17,13,7,fail
5049,10,16,16,10,11,11,succeed
5050,15,20,14,9,11,17,succeed
5051,13,6,11,16,7,11,succeed
5052,9,13,12,16,11,12,succeed
5053,17,11,17,10,10,10,succeed
5054,12,11,10,13,17,12,succeed
5055,12,11,5,11,15,12,fail
5056,8,11,10,10,16,6,succeed
5057,5,15,8,14,10,19,fail
5058,16,9,8,13,8,12,succeed
5059,9,12,16,16,11,11,succeed
5060,9,12,18,9,19,7,succeed
5061,14,12,14,18,3,15,succeed
5062,12,18,13,14,9,16,succeed
5063,12,18,7,17,8,7,succeed
5064,13,13,5,11,17,16,succeed
5065,9,13,13,7,11,11,succeed
5066,14,14,8,7,12,5,succeed
5067,15,19,5,3,13,10,succeed
5068,17,8,17,10,18,16,succeed
